from,to,rep_period,time_step,scenario,flow
AUS,BLK,1,1,2012,-1746.0
AUS,BLK,1,2,2012,-1746.0
AUS,BLK,1,3,2012,-1746.0
AUS,BLK,1,4,2012,1686.0
AUS,BLK,1,5,2012,-1746.0
AUS,BLK,1,6,2012,-1746.0
AUS,BLK,1,7,2012,-1746.0
AUS,BLK,1,8,2012,-1746.0
AUS,BLK,1,9,2012,1686.0
AUS,BLK,1,10,2012,-1746.0
AUS,BLK,1,11,2012,-1746.0
AUS,BLK,1,12,2012,-1746.0
AUS,BLK,1,13,2012,-1746.0
AUS,BLK,1,14,2012,-1746.0
AUS,BLK,1,15,2012,1686.0
AUS,BLK,1,16,2012,-1746.0
AUS,BLK,1,17,2012,1686.0
AUS,BLK,1,18,2012,-1675.2623102910911
AUS,BLK,1,19,2012,-1186.3330211443354
AUS,BLK,1,20,2012,1089.7004431609657
AUS,BLK,1,21,2012,1686.0
AUS,BLK,1,22,2012,1686.0
AUS,BLK,1,23,2012,1686.0
AUS,BLK,1,24,2012,1686.0
AUS,BLK,1,25,2012,1686.0
AUS,BLK,1,26,2012,1686.0
AUS,BLK,1,27,2012,1686.0
AUS,BLK,1,28,2012,1686.0
AUS,BLK,1,29,2012,1686.0
AUS,BLK,1,30,2012,1686.0
AUS,BLK,1,31,2012,-1746.0
AUS,BLK,1,32,2012,-1746.0
AUS,BLK,1,33,2012,-1746.0
AUS,BLK,1,34,2012,-1380.0297134812472
AUS,BLK,1,35,2012,-1746.0
AUS,BLK,1,36,2012,-1746.0
AUS,BLK,1,37,2012,-1746.0
AUS,BLK,1,38,2012,-1746.0
AUS,BLK,1,39,2012,-1746.0
AUS,BLK,1,40,2012,-1746.0
AUS,BLK,1,41,2012,-387.57127160094797
AUS,BLK,1,42,2012,147.8339752407128
AUS,BLK,1,43,2012,-1746.0
AUS,BLK,1,44,2012,-1746.0
AUS,BLK,1,45,2012,-1746.0
AUS,BLK,1,46,2012,-1746.0
AUS,BLK,1,47,2012,1686.0
AUS,BLK,1,48,2012,1686.0
AUS,BLK,1,49,2012,1686.0
AUS,BLK,1,50,2012,1686.0
AUS,BLK,1,51,2012,1686.0
AUS,BLK,1,52,2012,1686.0
AUS,BLK,1,53,2012,1686.0
AUS,BLK,1,54,2012,1686.0
AUS,BLK,1,55,2012,1686.0
AUS,BLK,1,56,2012,-1746.0
AUS,BLK,1,57,2012,-78.49482141566659
AUS,BLK,1,58,2012,1686.0
AUS,BLK,1,59,2012,1686.0
AUS,BLK,1,60,2012,1686.0
AUS,BLK,1,61,2012,-1746.0
AUS,BLK,1,62,2012,1686.0
AUS,BLK,1,63,2012,1686.0
AUS,BLK,1,64,2012,1686.0
AUS,BLK,1,65,2012,1686.0
AUS,BLK,1,66,2012,1686.0
AUS,BLK,1,67,2012,1686.0
AUS,BLK,1,68,2012,1686.0
AUS,BLK,1,69,2012,1686.0
AUS,BLK,1,70,2012,1686.0
AUS,BLK,1,71,2012,1686.0
AUS,BLK,1,72,2012,1686.0
AUS,BLK,1,73,2012,1686.0
AUS,BLK,1,74,2012,1686.0
AUS,BLK,1,75,2012,1686.0
AUS,BLK,1,76,2012,1686.0
AUS,BLK,1,77,2012,1686.0
AUS,BLK,1,78,2012,1686.0
AUS,BLK,1,79,2012,1686.0
AUS,BLK,1,80,2012,1686.0
AUS,BLK,1,81,2012,1686.0
AUS,BLK,1,82,2012,-403.5643837854045
AUS,BLK,1,83,2012,-375.73868208021304
AUS,BLK,1,84,2012,1686.0
AUS,BLK,1,85,2012,1686.0
AUS,BLK,1,86,2012,1686.0
AUS,BLK,1,87,2012,1686.0
AUS,BLK,1,88,2012,1686.0
AUS,BLK,1,89,2012,1686.0
AUS,BLK,1,90,2012,1686.0
AUS,BLK,1,91,2012,1686.0
AUS,BLK,1,92,2012,1686.0
AUS,BLK,1,93,2012,1686.0
AUS,BLK,1,94,2012,1686.0
AUS,BLK,1,95,2012,1686.0
AUS,BLK,1,96,2012,1686.0
AUS,BLK,1,97,2012,1686.0
AUS,BLK,1,98,2012,1686.0
AUS,BLK,1,99,2012,1686.0
AUS,BLK,1,100,2012,1686.0
AUS,BLK,1,101,2012,1686.0
AUS,BLK,1,102,2012,1686.0
AUS,BLK,1,103,2012,1686.0
AUS,BLK,1,104,2012,1686.0
AUS,BLK,1,105,2012,1686.0
